,bhk,type,area,price,region
7688,1,Apartment,560,9300000.0,Kanjurmarg
7689,1,Apartment,550,8500000.0,Vikhroli
7690,1,Apartment,405,9000000.0,other
7691,1,Apartment,525,2560000.0,Virar
7692,1,Apartment,525,3000000.0,Virar
7694,3,Apartment,1400,21000000.0,Sion
7695,2,Apartment,865,6000000.0,Kalyan West
7696,2,Apartment,777,5000000.0,Kalyan West
7697,3,Apartment,1300,12500000.0,Kalyan West
7698,2,Apartment,950,6500000.0,Kalyan West
7699,1,Apartment,630,4200000.0,Kalyan West
7700,3,Apartment,1300,8400000.0,Kalyan West
7701,2,Apartment,905,6500000.0,Kalyan West
7702,2,Apartment,1000,8600000.0,Ulwe
7703,3,Apartment,1165,11600000.0,Mira Road East
7704,2,Apartment,970,8820000.0,Mira Road East
7705,2,Apartment,1110,9384000.0,Mira Road East
7707,2,Apartment,800,14800000.0,Kandivali East
7708,1,Apartment,625,7500000.0,Nerul
7709,2,Apartment,755,2285000.0,Boisar
7712,1,Apartment,600,6500000.0,Thane West
7713,2,Apartment,1000,15000000.0,Thane West
7715,3,Apartment,1500,18500000.0,Thane West
7716,4,Apartment,2300,45000000.0,Thane West
7717,4,Apartment,2650,19500000.0,Kalamboli
7719,2,Apartment,1250,9000000.0,Kalyan West
7720,1,Apartment,679,3700000.0,Kalyan West
7721,2,Apartment,800,6600000.0,Mira Road East
7722,1,Apartment,675,3510000.0,Kalyan West
7724,1,Apartment,585,3400000.0,Kalyan West
7725,1,Apartment,585,3490000.0,Kalyan West
7728,3,Apartment,1602,20000000.0,Thane West
7729,1,Apartment,630,4050000.0,Kalyan West
7730,2,Apartment,1100,10800000.0,Kharghar
7732,2,Apartment,1200,12200000.0,Thane West
7733,1,Apartment,770,7050000.0,Mira Road East
7734,1,Apartment,690,6150000.0,Mira Road East
7735,1,Apartment,730,7000000.0,Bhayandar East
7737,1,Apartment,700,6250000.0,Mira Road East
7738,1,Apartment,770,7150000.0,Mira Road East
7739,2,Apartment,1050,9530000.0,Mira Road East
7740,1,Apartment,690,5900000.0,Mira Road East
7741,2,Apartment,1040,10200000.0,Mira Road East
7742,2,Apartment,1150,10100000.0,Mira Road East
7743,1,Apartment,740,6940000.000000001,Mira Road East
7746,2,Apartment,720,4400000.0,Dombivali
7750,1,Apartment,600,1951000.0000000002,Boisar
7751,1,Apartment,600,1926000.0000000002,Boisar
7752,1,Apartment,600,1888000.0,Boisar
7753,1,Apartment,600,1710000.0000000002,Boisar
7754,1,Apartment,600,1825000.0,Boisar
7755,1,Apartment,615,1920000.0,Boisar
7756,2,Apartment,755,2268000.0,Boisar
7757,1,Apartment,615,1823000.0,Boisar
7759,1,Apartment,615,1925000.0,Boisar
7760,1,Apartment,615,1930000.0,Boisar
7761,1,Apartment,600,1800000.0,Boisar
7762,1,Apartment,600,1850000.0,Boisar
7763,2,Apartment,755,2405000.0,Boisar
7764,1,Apartment,600,1755999.9999999998,Boisar
7765,1,Apartment,615,1960000.0000000002,Boisar
7766,1,Apartment,615,1964999.9999999998,Boisar
7767,1,Apartment,605,1814999.9999999998,Boisar
7768,1,Apartment,605,1825000.0,Boisar
7769,2,Apartment,1100,7000000.0,Kalyan West
7770,1,Apartment,585,3385000.0,Kalyan West
7771,2,Apartment,850,2200000.0,Kalyan West
7773,1,Apartment,690,4500000.0,Taloja
7775,1,Apartment,650,3200000.0,Taloja
7776,2,Apartment,900,5700000.0,Taloja
7778,2,Apartment,880,10000000.0,Thane West
7780,1,Apartment,595,6700000.0,Thane West
7781,4,Apartment,2695,77500000.0,Wadala
7782,2,Apartment,1260,32000000.0,Wadala
7784,2,Apartment,650,14300000.0,Kanjurmarg
7785,2,Apartment,900,9500000.0,Mira Road East
7786,1,Apartment,580,6000000.0,Mira Road East
7787,2,Apartment,900,9200000.0,Mira Road East
7788,2,Apartment,730,9500000.0,Bhayandar East
7789,2,Apartment,780,8800000.0,Mira Road East
7790,3,Apartment,1230,45000000.0,Andheri West
7791,1,Apartment,585,1700000.0,Boisar
7792,4,Apartment,1260,34000000.0,Wadala
7794,2,Apartment,1250,14500000.0,Thane West
7797,3,Apartment,1575,17000000.0,Thane West
7799,2,Apartment,1000,14000000.0,Thane West
7801,1,Apartment,610,7500000.0,Thane West
7802,3,Apartment,1850,32000000.0,Thane West
7803,4,Apartment,2750,60000000.0,Thane West
7804,3,Apartment,1109,17000000.0,Thane West
7806,1,Apartment,700,8500000.0,Thane West
7807,3,Apartment,1500,32500000.0,Thane West
7808,3,Apartment,1900,33000000.0,Thane West
7810,2,Apartment,1000,18000000.0,Thane West
7812,2,Apartment,1100,14000000.0,Thane West
7814,3,Apartment,1600,21000000.0,Thane West
7815,3,Apartment,1500,18000000.0,Thane West
7818,3,Apartment,1400,32500000.0,Thane West
7819,3,Apartment,1500,19000000.0,Thane West
7820,2,Apartment,1000,12500000.0,Thane West
7823,4,Apartment,1800,34000000.0,Thane West
7824,2,Apartment,1000,14500000.0,Thane West
7825,2,Apartment,1000,18500000.0,Thane West
7826,2,Apartment,1200,16500000.0,Thane West
7827,3,Apartment,1600,24000000.0,Thane West
7828,3,Apartment,1675,35000000.0,Thane West
7829,1,Apartment,505,6000000.0,Thane West
7830,2,Apartment,600,6500000.0,Thane West
7831,1,Apartment,855,10500000.0,Thane West
7833,2,Apartment,850,7200000.0,Kalyan West
7834,3,Apartment,1305,9000000.0,Kalyan West
7835,2,Apartment,850,5500000.0,Kalyan West
7836,2,Apartment,965,6500000.0,Kalyan West
7837,2,Apartment,1006,7600000.0,Kalyan West
7840,1,Apartment,680,3200000.0,Taloja
7841,2,Apartment,1090,6750000.0,Taloja
7842,2,Apartment,1010,6350000.0,Taloja
7843,3,Apartment,1148,11500000.0,Kalyan West
7844,2,Apartment,730,4600000.0,Kalyan West
7845,1,Apartment,600,6300000.0,Thane West
7846,1,Apartment,625,5500000.0,Thane West
7847,1,Apartment,550,4600000.0,Thane West
7848,1,Apartment,550,5000000.0,Thane West
7850,1,Apartment,650,4600000.0,Thane West
7851,2,Apartment,1100,10300000.0,Thane West
7852,2,Apartment,700,6800000.0,Thane West
7853,2,Apartment,1300,9000000.0,Thane West
7855,2,Apartment,858,11000000.0,Thane West
7856,1,Apartment,650,7000000.0,Thane West
7857,3,Apartment,1297,15300000.0,Thane West
7861,3,Apartment,2340,55000000.0,Wadala
7862,3,Apartment,1255,25000000.0,Wadala
7863,3,Apartment,1195,22500000.0,Wadala
7864,3,Apartment,1195,25500000.0,Wadala
7865,2,Apartment,955,18500000.0,Wadala
7866,2,Apartment,795,17200000.0,Wadala
7867,1,Apartment,575,11800000.0,Wadala
7872,2,Apartment,1050,6200000.0,Panvel
7873,2,Apartment,1100,18000000.0,Goregaon East
7874,1,Apartment,600,1664999.9999999998,Boisar
7876,1,Apartment,585,1760000.0000000002,Boisar
7877,1,Apartment,600,1599000.0,Boisar
7878,1,Apartment,585,1599000.0,Boisar
7879,2,Apartment,1260,15100000.0,Thane West
7884,4,Apartment,2895,55000000.0,Seawoods
7885,6,Apartment,4900,95000000.0,Seawoods
7886,2,Apartment,1150,10200000.0,Kharghar
7887,2,Apartment,1000,7700000.0,other
7888,3,Apartment,1600,16500000.0,Kharghar
7889,3,Apartment,1750,17600000.0,Kharghar
7890,3,Apartment,1650,17500000.0,Kharghar
7891,3,Apartment,1250,14200000.0,Panvel
7892,1,Apartment,680,6500000.0,Kamothe
7894,2,Apartment,900,5000000.0,Kalyan West
7895,2,Apartment,1300,18500000.0,Sanpada
7896,3,Apartment,1050,19900000.0,Kanjurmarg
7897,3,Apartment,900,18500000.0,Kanjurmarg
7898,2,Apartment,650,14500000.0,Kanjurmarg
7899,2,Apartment,700,16000000.0,other
7900,2,Apartment,850,12500000.0,Bhandup West
7901,1,Apartment,650,10000000.0,Mulund West
7902,2,Apartment,950,14900000.0,Mulund West
7903,3,Apartment,1650,18500000.0,Kharghar
7904,1,Apartment,615,1880000.0,Boisar
7905,1,Apartment,615,1889999.9999999998,Boisar
7906,1,Apartment,615,1885000.0000000002,Boisar
7907,1,Apartment,615,1820000.0,Boisar
7908,1,Apartment,615,1830000.0,Boisar
7909,1,Apartment,615,1835000.0000000002,Boisar
7910,2,Apartment,755,2454000.0,Boisar
7911,1,Apartment,615,1844000.0000000002,Boisar
7912,1,Apartment,615,1863000.0,Boisar
7913,2,Apartment,755,2260000.0,Boisar
7914,1,Apartment,615,1980000.0,Boisar
7915,1,Apartment,615,1950000.0,Boisar
7916,1,Apartment,615,1814999.9999999998,Boisar
7918,1,Apartment,615,1832000.0,Boisar
7920,1,Apartment,600,1953000.0,Boisar
7921,1,Apartment,615,1970000.0,Boisar
7922,1,Apartment,450,1350000.0,Kalyan East
7923,2,Apartment,884,11800000.0,Thane West
7925,2,Apartment,988,11000000.0,Thane West
7926,2,Apartment,770,9500000.0,Thane West
7927,1,Apartment,650,7800000.0,Thane West
7928,3,Apartment,1250,15500000.0,Thane West
7930,3,Apartment,1074,18500000.0,Thane West
7931,1,Apartment,635,7000000.0,Thane West
7932,3,Apartment,1516,17000000.0,Thane West
7933,1,Apartment,530,6700000.0,Thane West
7934,3,Apartment,925,12000000.0,Thane West
7935,1,Apartment,880,10500000.0,Thane West
7936,1,Apartment,350,4800000.0,Thane West
7937,3,Apartment,1206,13600000.000000002,Thane West
7938,1,Apartment,540,6700000.0,Goregaon East
7939,1,Apartment,610,7700000.0,Thane West
7940,3,Apartment,1170,14000000.0,Thane West
7941,2,Apartment,845,11000000.0,Thane West
7942,2,Apartment,885,10500000.0,Thane West
7943,2,Apartment,860,10000000.0,Thane West
7944,1,Apartment,545,7000000.0,Thane West
7945,1,Apartment,950,13500000.0,Thane West
7946,1,Apartment,720,7000000.0,Thane West
7947,2,Apartment,950,12000000.0,Thane West
7948,2,Apartment,900,11500000.0,Thane West
7949,1,Apartment,650,9000000.0,Thane West
7951,2,Apartment,754,9200000.0,Thane West
7952,3,Apartment,1470,16200000.000000002,Thane West
7953,2,Apartment,930,16000000.0,Kandivali East
7954,2,Apartment,660,12000000.0,Kandivali East
7955,3,Apartment,1500,25200000.0,Kandivali East
7956,2,Apartment,930,17500000.0,Kandivali East
7957,3,Apartment,1065,16200000.000000002,Kandivali East
7958,2,Apartment,800,14500000.0,Kandivali East
7959,2,Apartment,830,13500000.0,Kandivali East
7960,2,Apartment,635,15000000.0,Goregaon East
7962,2,Apartment,1151,9800000.0,Kharghar
7965,3,Apartment,2560,95000000.0,Lower Parel
7966,4,Apartment,3200,140000000.0,Worli
7968,1,Apartment,635,11000000.0,Sion
7972,1,Apartment,600,4100000.0,Kalyan West
7973,1,Apartment,600,4500000.0,Kalyan West
7974,2,Apartment,1030,7800000.0,Kalyan West
7975,1,Apartment,600,3450000.0,Kalyan West
7976,2,Apartment,1100,7200000.0,Kalyan West
7977,1,Apartment,585,3900000.0,Kalyan West
7978,6,Apartment,2000,11500000.0,Kalyan West
7979,2,Apartment,1150,6898999.999999999,Kalyan West
7981,1,Apartment,585,3310000.0,Kalyan West
7982,1,Apartment,585,3300000.0,Kalyan West
7983,2,Apartment,983,7000000.0,Kalyan West
7988,1,Apartment,571,3600000.0,Kalyan East
7989,2,Apartment,950,5200000.0,Kalyan West
7990,1,Apartment,585,3450000.0,Kalyan West
7992,1,Apartment,600,3250000.0,Kalyan West
7993,1,Apartment,810,5500000.0,Kalyan West
7994,1,Apartment,650,3799000.0,Kalyan West
7995,2,Apartment,968,8000000.0,other
8001,3,Apartment,1300,75000000.0,Agripada
8004,2,Apartment,950,11500000.0,Thane West
8007,2,Apartment,980,11000000.0,Thane West
8008,3,Apartment,1245,17100000.0,Thane West
8009,2,Apartment,900,9300000.0,Thane West
8010,1,Apartment,508,7450000.0,Thane West
8014,2,Apartment,1080,8900000.0,Kharghar
8021,3,Apartment,1309,21500000.0,Sion
8023,2,Apartment,1200,25000000.0,Seawoods
8024,4,Villa,3201,26000000.0,Vashi
8034,1,Apartment,660,4100000.0,Kalyan West
8035,2,Apartment,922,18500000.0,Sanpada
8037,1,Apartment,660,5500000.0,Panvel
8040,1,Apartment,685,2300000.0,Boisar
8041,2,Apartment,1000,11500000.0,Kalyan West
8042,2,Apartment,1250,9900000.0,Dombivali
8043,2,Apartment,1010,9800000.0,Mira Road East
8045,1,Apartment,735,4200000.0,Kalyan West
8047,3,Apartment,1465,8500000.0,Kalyan West
8048,2,Apartment,1145,6800000.0,Kalyan West
8049,2,Apartment,1080,6500000.0,Kalyan West
8050,1,Apartment,805,4800000.0,Kalyan West
8051,1,Apartment,770,4700000.0,Kalyan West
8053,2,Apartment,900,6600000.0,Kalyan West
8065,3,Apartment,1445,23000000.0,Sion
8066,2,Apartment,840,11000000.0,Thane West
8067,3,Apartment,1650,25500000.0,Kharghar
8068,2,Apartment,1023,19000000.0,Chembur
8069,1,Apartment,600,5300000.0,Kamothe
8070,3,Apartment,1300,11000000.0,Dombivali
8071,3,Apartment,1350,11700000.0,Dombivali
8073,1,Apartment,630,10700000.0,Chembur
8075,3,Apartment,1858,20000000.0,Vashi
8077,2,Apartment,1010,9000000.0,Mira Road East
8078,2,Apartment,1150,9610000.0,Ulwe
8079,2,Apartment,1240,15000000.0,Ulwe
8080,2,Apartment,1150,9601000.0,Ulwe
8081,2,Apartment,1150,9300000.0,Ulwe
8083,1,Apartment,615,4300000.0,Ulwe
8084,2,Apartment,1100,11500000.0,Kamothe
8086,3,Apartment,1540,12500000.0,Kamothe
8087,2,Apartment,1150,8400000.0,Ulwe
8088,2,Apartment,1100,8850000.0,Kamothe
8089,2,Apartment,1045,8550000.0,Kamothe
8090,1,Apartment,650,5400000.0,Kamothe
8091,2,Apartment,1205,9950000.0,Kamothe
8092,3,Apartment,1500,13000000.0,Kamothe
8093,1,Apartment,683,5500000.0,Kamothe
8094,2,Apartment,1200,8550000.0,Kamothe
8095,2,Apartment,1128,10500000.0,Kamothe
8096,1,Apartment,695,8800000.0,Airoli
8097,2,Apartment,660,8200000.0,Thane West
8100,2,Apartment,1280,8500000.0,Dronagiri
8101,1,Apartment,675,4800000.0,Dombivali
8102,3,Apartment,1550,17900000.0,Kharghar
8103,3,Apartment,1650,17800000.0,Kharghar
8104,2,Apartment,1240,10700000.0,Kharghar
8105,2,Apartment,755,2600000.0,Boisar
8106,2,Apartment,600,8000000.0,Thane West
8107,2,Apartment,650,13000000.0,Kandivali East
8108,2,Apartment,995,13000000.0,Airoli
8109,1,Apartment,625,8500000.0,Airoli
8110,2,Apartment,1000,7700000.0,Kamothe
8111,1,Apartment,650,9500000.0,Airoli
8112,2,Apartment,1100,14000000.0,Ghansoli
8113,1,Apartment,665,6800000.0,Airoli
8114,2,Apartment,1100,16500000.0,Kandivali East
8115,1,Apartment,560,2880000.0,Virar
8116,3,Apartment,1450,19900000.0,Kanjurmarg
8117,2,Apartment,625,12000000.0,Vikhroli
8119,1,Apartment,755,5100000.0,Kalyan West
8120,1,Apartment,680,5800000.0,Kalyan West
8121,2,Apartment,1120,9000000.0,Kalyan West
8122,2,Apartment,1100,7850000.0,Santacruz West
8123,3,Apartment,1475,11500000.0,Kalyan West
8124,1,Apartment,750,5200000.0,Kalyan West
8125,2,Apartment,990,5850000.0,Kalyan West
8126,1,Apartment,645,4175000.0,Kalyan West
8127,1,Apartment,690,4950000.0,Kalyan West
8128,1,Apartment,675,4100000.0,Kalyan West
8129,2,Apartment,1060,8500000.0,Kalyan West
8130,2,Apartment,1000,6800000.0,Kalyan West
8131,2,Apartment,860,5500000.0,Kalyan West
8132,3,Apartment,1250,8400000.0,Kalyan West
8134,8,Apartment,3285,85000000.0,Wadala
8141,2,Apartment,1135,7200000.0,Taloja
8162,2,Apartment,800,12500000.0,Thane West
8163,3,Apartment,1450,39900000.0,Wadala
8172,3,Apartment,2050,35000000.0,Thane West
8173,2,Apartment,930,14500000.0,Dahisar
8174,1,Apartment,680,9500000.0,Airoli
8175,1,Apartment,850,14000000.0,Malad West
8176,1,Apartment,752,11000000.0,Malad West
8177,1,Apartment,1120,12500000.0,Malad West
8178,2,Apartment,950,15000000.0,Malad West
8180,4,Apartment,2495,15900000.0,Santacruz West
8181,1,Apartment,575,12500000.0,Wadala
8182,2,Apartment,955,18700000.0,Wadala
8184,3,Apartment,2340,60000000.0,Wadala
8185,2,Apartment,900,7000000.0,Panvel
8186,1,Apartment,609,3532000.0,Kalyan East
8187,1,Apartment,540,2590000.0,Kalyan East
8188,1,Apartment,545,2614000.0,Kalyan East
8189,1,Apartment,550,1925000.0,Airoli
8190,1,Apartment,546,2615000.0,Kalyan East
8195,2,Apartment,855,4100000.0,Mulund West
8196,1,Apartment,720,6200000.0,Kamothe
8197,1,Apartment,720,6000000.0,Kamothe
8198,2,Apartment,1200,8400000.0,Kamothe
8199,2,Apartment,1190,9000000.0,Ulwe
8200,3,Apartment,1670,18500000.0,Ulwe
8201,3,Apartment,1700,23000000.0,Kharghar
8203,2,Apartment,1100,16000000.0,Airoli
8205,3,Apartment,1320,15000000.0,Thane West
8206,2,Apartment,1300,16500000.0,Ghansoli
8207,3,Independent House,1550,21500000.0,Ghansoli
8208,1,Apartment,650,8000000.0,Ghansoli
8209,1,Apartment,715,7500000.0,Ghansoli
8210,4,Apartment,3605,52500000.0,Ghansoli
8211,2,Apartment,1300,20500000.0,Ghansoli
8212,1,Apartment,715,12000000.0,Ghansoli
8213,3,Apartment,1550,20500000.0,Ghansoli
8214,2,Apartment,1480,17500000.0,Ghansoli
8215,1,Apartment,680,7000000.0,Ghansoli
8216,2,Apartment,850,11500000.0,Ghansoli
8217,2,Apartment,985,12500000.0,Ghansoli
8220,2,Apartment,1180,16500000.0,Koper Khairane
8221,2,Apartment,1030,13500000.0,Koper Khairane
8222,3,Apartment,1470,19500000.0,Airoli
8223,3,Apartment,1617,21000000.0,Koper Khairane
8224,3,Apartment,1417,19000000.0,Koper Khairane
8225,1,Apartment,700,5200000.0,Thane West
8227,2,Apartment,1150,21500000.0,Andheri East
8228,2,Apartment,1050,11200000.000000002,Airoli
8229,2,Apartment,890,12000000.0,Thane West
8230,1,Apartment,650,7500000.0,Thane West
8232,1,Apartment,720,3300000.0,Virar
8233,2,Apartment,850,13500000.0,Thane West
8234,2,Apartment,850,9100000.0,Thane West
8235,3,Apartment,1440,11000000.0,Kalyan West
8236,1,Apartment,690,4600000.0,Kalyan West
8237,1,Apartment,607,3600000.0,Kalyan West
8238,2,Apartment,999,9100000.0,Kalyan West
8239,2,Apartment,1126,8600000.0,Kalyan West
8240,1,Apartment,690,3950000.0,Kalyan West
8241,1,Apartment,535,3800000.0,Kalyan West
8242,1,Apartment,525,2700000.0,Virar
8243,1,Apartment,525,2200000.0,Virar
8246,1,Apartment,630,3779999.9999999995,Dombivali
8247,3,Apartment,1315,27200000.000000004,Wadala
8248,2,Apartment,1350,32000000.0,Wadala
8249,2,Apartment,965,19000000.0,Wadala
8250,3,Apartment,1315,28600000.0,Wadala
8251,2,Apartment,955,17800000.0,Wadala
8252,2,Apartment,700,26000000.0,Andheri East
8256,1,Apartment,680,8800000.0,Airoli
8258,3,Apartment,1445,19900000.0,Thane West
8259,2,Apartment,1219,17500000.0,Thane West
8261,3,Apartment,1475,13000000.0,Kalyan West
8262,3,Apartment,1400,10000000.0,Kalyan West
8263,1,Apartment,590,4000000.0,Kalyan West
8264,3,Apartment,1565,12500000.0,Kalyan West
8265,1,Apartment,750,4800000.0,Kalyan West
8266,2,Apartment,1170,9100000.0,Kalyan West
8267,2,Apartment,1060,8700000.0,Kalyan West
8268,1,Apartment,895,6300000.0,Kalyan West
8269,2,Apartment,1127,8200000.0,Kalyan West
8270,2,Apartment,870,5000000.0,Kalyan West
8271,2,Apartment,1100,7800000.0,Kalyan West
8272,2,Apartment,960,5500000.0,Kalyan West
8273,1,Apartment,607,3700000.0,Kalyan West
8275,2,Apartment,1240,7500000.0,Panvel
8276,1,Apartment,545,2616000.0,Kalyan East
8277,1,Apartment,570,2735000.0,Kalyan East
8279,1,Apartment,547,2617000.0,Kalyan East
8281,2,Apartment,955,17900000.0,Wadala
8282,3,Apartment,1315,31500000.0,Wadala
8284,1,Apartment,604,5500000.0,Kamothe
8285,2,Apartment,1175,8400000.0,Kamothe
8286,1,Apartment,600,5300000.0,other
8288,2,Apartment,1050,8800000.0,Kamothe
8289,2,Apartment,1040,7600000.0,Kamothe
8290,2,Apartment,1236,12500000.0,Kharghar
8291,2,Apartment,1175,11500000.0,Kharghar
8292,1,Apartment,660,4200000.0,Kalyan West
8293,1,Apartment,475,7300000.0,Thane West
8294,1,Apartment,555,6500000.0,Thane West
8295,3,Apartment,1500,24000000.0,Sanpada
8297,2,Apartment,1360,19500000.0,Malad East
8298,1,Apartment,705,4300000.0,Kalyan West
8299,2,Apartment,1020,16000000.0,Ghatkopar East
8301,2,Apartment,1200,15500000.0,Mulund West
8322,1,Apartment,546,2616000.0,Kalyan East
8323,1,Studio Apartment,324,1138000.0,Airoli
8324,1,Apartment,609,3235000.0,Kalyan East
8326,1,Apartment,585,3950000.0,Dombivali
8327,2,Apartment,1050,7000000.0,Dombivali
8328,1,Apartment,534,4800000.0,Kalyan West
8329,3,Apartment,1431,11000000.0,Kalyan West
8330,1,Apartment,600,4350000.0,Kalyan West
8332,2,Apartment,780,5300000.0,Kalyan East
8333,1,Apartment,587,3600000.0,Bhiwandi
8336,2,Apartment,1150,9500000.0,Ulwe
8338,2,Apartment,1260,32599999.999999996,Wadala
8339,2,Apartment,1315,32500000.0,Wadala
8340,3,Apartment,1320,30000000.0,Wadala
8341,3,Apartment,1315,25000000.0,Wadala
8342,3,Apartment,1350,29500000.0,Wadala
8343,3,Apartment,1315,27500000.0,Wadala
8344,2,Apartment,1260,32500000.0,Wadala
8345,3,Apartment,2340,57500000.0,Wadala
8346,2,Apartment,955,18300000.0,Wadala
8347,3,Apartment,2340,51500000.0,Wadala
8348,2,Apartment,1180,29000000.0,Wadala
8349,2,Apartment,750,13000000.0,Chembur
8350,1,Apartment,551,2640000.0,Mulund West
8354,1,Apartment,545,2615000.0,Kalyan East
8359,2,Apartment,1405,59000000.0,Lower Parel
8360,3,Apartment,1400,14700000.0,Thane West
8361,2,Apartment,850,11000000.0,Thane West
8362,1,Apartment,615,7000000.0,Airoli
8363,2,Apartment,750,4300000.0,Virar
8365,2,Apartment,760,5131000.0,Kalyan West
8366,2,Apartment,1100,7500000.0,Dombivali
8369,2,Apartment,956,12500000.0,Thane West
8370,1,Apartment,730,6650000.0,Mira Road East
8371,2,Apartment,990,8150000.0,Mira Road East
8373,3,Apartment,1475,36000000.0,Andheri West
8374,1,Apartment,420,8500000.0,Goregaon East
8375,2,Apartment,900,23000000.0,Goregaon West
8376,2,Apartment,850,13500000.0,Borivali West
8377,3,Apartment,1110,23700000.0,Andheri West
8378,3,Apartment,1200,23000000.0,Goregaon West
8380,6,Apartment,2140,68000000.0,Andheri West
8381,3,Apartment,1250,27000000.0,Goregaon West
8383,2,Apartment,700,19000000.0,Goregaon West
8384,2,Apartment,900,13500000.0,Goregaon West
8385,1,Apartment,510,12500000.0,Goregaon West
8387,2,Apartment,850,18000000.0,Malad West
8388,2,Apartment,900,21000000.0,Goregaon West
8389,2,Apartment,650,14500000.0,Goregaon West
8391,2,Apartment,1260,31500000.0,Wadala
8392,1,Apartment,575,11399999.999999998,Wadala
8393,2,Apartment,700,7500000.0,Mira Road East
8396,2,Apartment,650,7500000.0,Mira Road East
8397,2,Apartment,600,6800000.0,Mira Road East
8399,1,Apartment,585,6800000.0,Mira Road East
8400,3,Apartment,1750,16000000.0,Kharghar
8401,1,Apartment,450,4500000.0,Mira Road East
8402,2,Apartment,955,5500000.0,Virar
8403,1,Apartment,580,3200000.0,Virar
8404,1,Apartment,655,6700000.0,Kamothe
8405,1,Independent House,650,5700000.0,Kamothe
8409,2,Apartment,1185,8600000.0,Kamothe
8410,1,Apartment,645,5200000.0,Kamothe
8411,2,Apartment,1125,10500000.0,Kharghar
8413,1,Apartment,656,6900000.0,Kharghar
