,bhk,type,locality,area,price,region,status,age
1273,2,Apartment,Unique Aurum,780,114.99999999999999,Outskirts,Ready to move,Resale
1274,2,Apartment,Rassaz Greens ,900,98.6,Outskirts,Ready to move,New
1276,2,Apartment,Mahadev Mahadev Complex,950,76.0,Outskirts,Ready to move,Resale
1277,1,Apartment,Shree Balaji Heights,650,62.0,Outskirts,Ready to move,Resale
1278,1,Apartment,Hubtown Iris,696,60.0,Outskirts,Ready to move,Resale
1279,3,Apartment,SD Building No 3 Wing C Aquila,1275,250.99999999999997,Western Suburbs,Ready to move,Resale
1283,3,Apartment,Lodha Paradise,1620,200.0,Outskirts,Ready to move,Resale
1287,1,Apartment,PNK Imperial Heights,550,70.0,Outskirts,Ready to move,Resale
1288,3,Apartment,Swaraj Homes Mano Shanti Apartment,1450,175.0,Navi Mumbai & Beyond,Ready to move,Resale
1294,2,Apartment,Chheda Rameshwar Towers,990,95.0,Outskirts,Ready to move,Resale
1295,1,Apartment,Enso Enso Sanza,520,78.0,Western Suburbs,Ready to move,New
1298,2,Apartment,SD Siennaa Wing D,890,210.0,Western Suburbs,Ready to move,Resale
1304,3,Apartment,Soham Crystal Spires,1650,390.0,Outskirts,Ready to move,New
1305,2,Apartment,Laxmi Avenue D Global City,790,35.5,Outskirts,Ready to move,Resale
1307,2,Apartment,K Raheja Palm Court,800,185.0,Western Suburbs,Ready to move,Resale
1308,1,Apartment,PNK Poonam Sagar Complex,560,67.0,Outskirts,Ready to move,Resale
1309,1,Apartment,Reputed Builder Omkar SaiLtd,500,140.0,Central Mumbai,Ready to move,Resale
1311,3,Apartment,Presidency,1650,175.0,Navi Mumbai & Beyond,Ready to move,Resale
1312,1,Apartment,Narmada Gagan CHS,495,53.0,Outskirts,Ready to move,Resale
1313,3,Apartment,Hindustan Klockner Sea Pearl,1400,750.0,Central Mumbai,Ready to move,Resale
1314,3,Apartment,Shapoorji Pallonji Crescent Tower,2000,800.0,Central Mumbai,Ready to move,Resale
1315,3,Apartment,Sambhav The Primordial House,1575,950.0,Central Mumbai,Ready to move,Resale
1318,3,Apartment,Ajmera Himalayan Heights,1315,280.0,Central Mumbai,Ready to move,Resale
1319,3,Apartment,Reputed Builder Mount Alps A,1255,275.0,Central Mumbai,Ready to move,Resale
1320,3,Apartment,Ajmera Julian Alps,1315,310.0,Central Mumbai,Ready to move,Resale
1321,2,Apartment,Reputed Builder Bolivain Alps,955,180.0,Central Mumbai,Ready to move,Resale
1323,2,Apartment,Lodha New Cuffe Parade Lodha Altia,1350,285.0,Central Mumbai,Ready to move,Resale
1324,2,Apartment,Lodha Elisium,1400,275.0,Central Mumbai,Ready to move,Resale
1325,2,Apartment,Ajmera Cosmic Heights,965,165.0,Central Mumbai,Ready to move,Resale
1326,1,Apartment,Patel Elysium 2,650,26.0,Outskirts,Ready to move,Resale
1328,2,Apartment,Gurukrupa Aramus Complex,1280,90.0,Navi Mumbai & Beyond,Ready to move,Resale
1329,3,Apartment,Kaul Enterprises Heritage City,1350,85.0,Navi Mumbai & Beyond,Ready to move,Resale
1331,1,Apartment,Reputed Builder Omkar SaiLtd,500,144.0,Central Mumbai,Ready to move,Resale
1332,2,Apartment,Reputed Builder Vraj Green Vally,1050,105.0,Outskirts,Ready to move,Resale
1333,2,Apartment,Lodha Park,1026,425.0,Central Mumbai,Ready to move,Resale
1334,3,Apartment,Agrawal Group Kauls Heritage City,1340,100.0,Navi Mumbai & Beyond,Ready to move,Resale
1335,2,Apartment,Beauty Landmark,800,135.0,Eastern Suburbs,Ready to move,Resale
1336,2,Apartment,Runwal Garden City,700,82.0,Outskirts,Ready to move,Resale
1337,2,Apartment,Accel Belvedere,675,130.0,Eastern Suburbs,Ready to move,Resale
1338,2,Apartment,Reputed Builder Lords Apartment,814,145.0,Eastern Suburbs,Ready to move,Resale
1339,2,Apartment,Mayuresh Group Residency,800,185.0,Eastern Suburbs,Ready to move,Resale
1345,2,Apartment,Wadhwa Promenade The Address,1055,175.0,Eastern Suburbs,Ready to move,Resale
1347,1,Apartment,Swaraj Homes Sri Narayan CHS,765,85.0,Eastern Suburbs,Ready to move,Resale
1349,1,Apartment,Dharti Dharti Sagar,670,38.0,Navi Mumbai & Beyond,Ready to move,Resale
1351,1,Apartment,Sagar Sagar Park,644,110.00000000000001,Eastern Suburbs,Ready to move,Resale
1352,1,Apartment,Agarwal Paramount,620,39.35,Outskirts,Ready to move,New
1353,1,Apartment,JP North,580,53.0,Outskirts,Ready to move,Resale
1354,2,Apartment,JP North,965,82.0,Outskirts,Ready to move,Resale
1355,1,Apartment,JP North,650,68.0,Outskirts,Ready to move,Resale
1356,1,Apartment,JP North,450,55.0,Outskirts,Ready to move,Resale
1357,1,Apartment,JP North,560,56.0,Outskirts,Ready to move,Resale
1358,1,Apartment,JP North,650,52.0,Outskirts,Ready to move,Resale
1360,2,Apartment,Reputed Builder Mangeshi Dham,800,42.0,Eastern Suburbs,Ready to move,Resale
1361,1,Apartment,Mangeshi Sahara,550,37.0,Eastern Suburbs,Ready to move,Resale
1362,2,Apartment,Reputed Builder Lord Shiva's Paradise,1050,73.0,Eastern Suburbs,Ready to move,Resale
1363,2,Apartment,JP North,980,80.0,Outskirts,Ready to move,Resale
1364,1,Apartment,Akruti Garden,660,60.0,Outskirts,Ready to move,Resale
1365,1,Apartment,Man Opus,630,59.0,Outskirts,Ready to move,Resale
1366,1,Apartment,Reputed Builder New Poonam Green,660,48.5,Outskirts,Ready to move,Resale
1367,1,Apartment,Ritu Paradise,650,55.0,Outskirts,Ready to move,Resale
1368,1,Apartment,Ritu Paradise,550,45.0,Outskirts,Ready to move,Resale
1369,1,Apartment,DV Shree Shashwat,685,65.0,Outskirts,Ready to move,Resale
1370,2,Apartment,DV Shree Shashwat,1020,80.0,Outskirts,Ready to move,Resale
1371,1,Apartment,JK IRIS,768,70.0,Outskirts,Ready to move,Resale
1373,1,Apartment,JP North Celeste,700,78.0,Outskirts,Ready to move,Resale
1374,1,Apartment,JP North Elara,638,70.0,Outskirts,Ready to move,Resale
1375,1,Apartment,JP North,580,65.0,Outskirts,Ready to move,Resale
1376,1,Apartment,Jangid Jangid Enclave,658,58.0,Outskirts,Ready to move,Resale
1378,1,Apartment,DV Shree Shashwat,650,60.0,Outskirts,Ready to move,Resale
1379,1,Apartment,Delta Vrindavan,630,75.0,Outskirts,Ready to move,Resale
1380,1,Apartment,JK IRIS Tower 1 And 2,680,68.0,Outskirts,Ready to move,Resale
1381,1,Apartment,JP North,525,52.0,Outskirts,Ready to move,Resale
1382,1,Apartment,JP North Elara,620,72.0,Outskirts,Ready to move,Resale
1383,2,Apartment,Delta Vrindavan,1020,101.0,Outskirts,Ready to move,Resale
1384,1,Apartment,Arkade Art Phase 1,685,60.0,Outskirts,Ready to move,Resale
1385,1,Apartment,JK IRIS Tower 1 And 2,768,70.1,Outskirts,Ready to move,Resale
1386,1,Apartment,JK IRIS Tower 1 And 2,768,72.0,Outskirts,Ready to move,Resale
1387,1,Apartment,JK IRIS,768,73.0,Outskirts,Ready to move,Resale
1388,1,Apartment,JP North Elara,700,72.0,Outskirts,Ready to move,Resale
1389,1,Apartment,JP JP North Phase 5 Euphoria,650,65.0,Outskirts,Ready to move,Resale
1390,2,Apartment,JP North,985,90.0,Outskirts,Ready to move,Resale
1391,1,Apartment,JP North Elara,685,70.0,Outskirts,Ready to move,Resale
1393,1,Apartment,JP North,685,65.0,Outskirts,Ready to move,Resale
1394,1,Apartment,JP North,685,50.0,Outskirts,Ready to move,Resale
1395,1,Apartment,JP North,658,50.0,Outskirts,Ready to move,Resale
1396,1,Apartment,Narmada Gagan CHS,495,54.0,Outskirts,Ready to move,Resale
1397,1,Apartment,P Kawali Developers Kawali Shree Vinayak,590,36.0,Outskirts,Ready to move,Resale
1398,2,Apartment,Agrawal Group Kauls Heritage City,990,72.0,Navi Mumbai & Beyond,Ready to move,Resale
1399,2,Apartment,Agrawal Group Kauls Heritage City,980,70.0,Navi Mumbai & Beyond,Ready to move,Resale
1401,3,Apartment,Kaul Enterprises Heritage City,1250,120.0,Navi Mumbai & Beyond,Ready to move,Resale
1402,3,Apartment,Neelam Solstice Phase I,1255,220.00000000000003,Eastern Suburbs,Ready to move,New
1403,3,Apartment,Natu Ozone Valley,1060,129.0,Outskirts,Ready to move,Resale
1404,2,Apartment,Lucent Fressia Ranibello,1000,170.0,Western Suburbs,Ready to move,Resale
1405,3,Apartment,Neelam Solstice Phase I,1255,219.0,Eastern Suburbs,Ready to move,New
1408,3,Apartment,Neelam Solstice Phase I,1255,218.00000000000003,Eastern Suburbs,Ready to move,New
1412,2,Apartment,Neelam Solstice Phase I,1255,218.00000000000003,Eastern Suburbs,Ready to move,New
1413,2,Apartment,Neelam Solstice Phase I,1155,210.0,Eastern Suburbs,Ready to move,New
1414,2,Apartment,Neelam Solstice Phase I,1155,211.0,Eastern Suburbs,Ready to move,New
1415,2,Apartment,Neelam Solstice Phase I,1155,212.0,Eastern Suburbs,Ready to move,New
1418,2,Apartment,Neelam Solstice Phase I,1150,210.0,Eastern Suburbs,Ready to move,New
1419,2,Apartment,Neelam Solstice Phase I,1050,210.0,Eastern Suburbs,Ready to move,New
1420,2,Apartment,Neelam Solstice Phase I,1150,208.0,Eastern Suburbs,Ready to move,New
1421,2,Apartment,Neelam Solstice Phase I,1055,211.0,Eastern Suburbs,Ready to move,New
1423,2,Apartment,Neelam Solstice Phase I,1150,209.0,Eastern Suburbs,Ready to move,New
1425,2,Apartment,Amal Aspen Park,850,160.0,Western Suburbs,Ready to move,Resale
1429,2,Apartment,Reputed Builder Adani Western Heights,1350,350.0,Central Mumbai,Ready to move,Resale
1430,2,Apartment,Reputed Builder Krishna Residency,850,175.0,Western Suburbs,Ready to move,Resale
1434,1,Apartment,Omkar Residency,565,31.0,Navi Mumbai & Beyond,Ready to move,New
1467,2,Apartment,Vihang Vermont,850,90.0,Outskirts,Ready to move,Resale
1469,1,Apartment,KT Sai View,700,68.0,Navi Mumbai & Beyond,Ready to move,Resale
1471,1,Apartment,Prayag Galaxy,677,35.0,Navi Mumbai & Beyond,Ready to move,Resale
1472,1,Apartment,Dynamic Crest Phase I Rimo Everest,637,40.0,Outskirts,Ready to move,New
1473,2,Apartment,Sanghvi Sanghvi Empire,650,62.0,Outskirts,Ready to move,Resale
1474,2,Apartment,Jaydeep Prathmesh Heights,775,150.0,Eastern Suburbs,Ready to move,Resale
1475,2,Apartment,Varun Garden,1000,122.0,Outskirts,Ready to move,Resale
1476,2,Apartment,Raunak Unnathi Gardens,1050,125.0,Outskirts,Ready to move,Resale
1477,1,Apartment,Ritu Paradise,660,47.0,Outskirts,Ready to move,Resale
1478,1,Apartment,Ritu Paradise,650,48.0,Outskirts,Ready to move,Resale
1479,2,Apartment,JK IRIS,984,75.0,Outskirts,Ready to move,Resale
1480,1,Apartment,Reputed Builder Sanghvi Nagar Aangvi,650,44.0,Outskirts,Ready to move,Resale
1482,2,Apartment,JK IRIS,984,75.11,Outskirts,Ready to move,Resale
1483,2,Apartment,JP North,850,90.0,Outskirts,Ready to move,Resale
1484,1,Apartment,JP North,580,52.0,Outskirts,Ready to move,Resale
1485,1,Apartment,Lodha Casa Ultima,680,80.0,Outskirts,Ready to move,Resale
1486,4,Apartment,Ashar Residency,1950,300.0,Outskirts,Ready to move,Resale
1487,4,Apartment,Ashar Residency,1950,290.0,Outskirts,Ready to move,Resale
1488,2,Apartment,Kalpataru Hills,810,105.0,Outskirts,Ready to move,Resale
1492,1,Apartment,Reputed Builder Gurudarshan Apartment,644,105.0,Eastern Suburbs,Ready to move,Resale
1493,2,Apartment,Asmita Orchid,950,95.0,Outskirts,Ready to move,Resale
1494,4,Apartment,Ajmera I Land,2600,790.0,Central Mumbai,Ready to move,Resale
1495,2,Apartment,Madhav Palacia,800,90.0,Outskirts,Ready to move,Resale
1496,3,Apartment,Reputed Builder lodha iris,1560,210.0,Outskirts,Ready to move,Resale
1497,1,Apartment,Suncity Builder Complex,620,88.0,Central Mumbai,Ready to move,Resale
1498,2,Apartment,Dosti West County Phase 2 Dosti Cedar,1115,130.0,Outskirts,Ready to move,Resale
1499,2,Apartment,Dosti West County Phase 2 Dosti Cedar,1100,125.0,Outskirts,Ready to move,Resale
1501,2,Apartment,Dosti West County Oak,1050,114.99999999999999,Outskirts,Ready to move,Resale
1502,2,Apartment,Dosti West County Oak,1050,110.00000000000001,Outskirts,Ready to move,Resale
1503,2,Apartment,Dosti West County Phase 2 Dosti Cedar,1150,135.0,Outskirts,Ready to move,Resale
1504,2,Apartment,Madhav Palacia,980,85.0,Outskirts,Ready to move,Resale
1505,3,Apartment,Lodha Luxuria,1450,190.0,Outskirts,Ready to move,Resale
1506,3,Apartment,Runwal Garden City Dahlia,1250,175.0,Outskirts,Ready to move,Resale
1509,3,Apartment,Sambhav The Primordial House,1679,1000.0,Central Mumbai,Ready to move,Resale
1510,1,Apartment,Reputed Builder Sanghvi Nagar Aangvi,470,46.0,Outskirts,Ready to move,Resale
1511,2,Apartment,Neelkanth Mansoravar,1050,170.0,Outskirts,Ready to move,Resale
1518,2,Apartment,Rustomjee Urbania Azziano Wing K,800,105.0,Outskirts,Ready to move,New
1519,3,Apartment,Wadhwa Courtyard Onyx,1300,250.0,Outskirts,Ready to move,New
1521,3,Apartment,Balaji Delta Central,689,229.99999999999997,Navi Mumbai & Beyond,Ready to move,New
1525,3,Apartment,Balaji Delta Central,836,294.0,Navi Mumbai & Beyond,Ready to move,New
1527,2,Apartment,Balaji Delta Central,546,180.0,Navi Mumbai & Beyond,Ready to move,New
1529,2,Apartment,Bhagwati Bhagwati Greens 2,484,160.0,Navi Mumbai & Beyond,Ready to move,New
1530,3,Apartment,Bhagwati Bhagwati Greens 2,690,180.0,Navi Mumbai & Beyond,Ready to move,New
1531,3,Apartment,Bhagwati Bhagwati Greens 2,763,229.99999999999997,Navi Mumbai & Beyond,Ready to move,New
1538,2,Apartment,Vihang Hills,800,78.0,Outskirts,Ready to move,Resale
1539,2,Apartment,Godrej Tranquil,1032,185.0,Western Suburbs,Ready to move,New
1540,2,Apartment,Godrej Tranquil,1004,181.0,Western Suburbs,Ready to move,New
1541,2,Apartment,Godrej Tranquil,994,178.0,Western Suburbs,Ready to move,New
1542,2,Apartment,Godrej Tranquil,953,172.0,Western Suburbs,Ready to move,New
1543,1,Apartment,Godrej Tranquil,594,112.99999999999999,Western Suburbs,Ready to move,New
1553,4,Apartment,Paradise Sai World City Panvel,1593,323.0,Navi Mumbai & Beyond,Ready to move,New
1554,2,Apartment,Paradise Sai World City Panvel,638,115.99999999999999,Navi Mumbai & Beyond,Ready to move,New
1555,2,Apartment,Paradise Sai World City Panvel,643,120.0,Navi Mumbai & Beyond,Ready to move,New
1558,3,Apartment,Paradise Sai World City Panvel,1115,220.00000000000003,Navi Mumbai & Beyond,Ready to move,New
1560,3,Apartment,Paradise Sai World City Panvel,1153,225.0,Navi Mumbai & Beyond,Ready to move,New
1562,3,Apartment,Paradise Sai World City Panvel,1785,250.0,Navi Mumbai & Beyond,Ready to move,New
1564,3,Apartment,Paradise Sai World City Panvel,993,210.0,Navi Mumbai & Beyond,Ready to move,New
1566,2,Apartment,Paradise Sai World City Panvel,661,130.0,Navi Mumbai & Beyond,Ready to move,New
1568,3,Apartment,Paradise Sai World City Panvel,1013,215.0,Navi Mumbai & Beyond,Ready to move,New
1570,4,Apartment,Paradise Sai World City Panvel,1605,323.0,Navi Mumbai & Beyond,Ready to move,New
1572,3,Apartment,DB Woods,1850,425.0,Western Suburbs,Ready to move,Resale
1587,3,Apartment,Wadhwa Nest Wing A,1950,459.99999999999994,Central Mumbai,Ready to move,Resale
1599,2,Apartment,Amisha Empire Phase I,950,98.9,Outskirts,Ready to move,Resale
1600,1,Apartment,Reputed Builder Neelima Apartment,600,75.0,Eastern Suburbs,Ready to move,Resale
1601,2,Apartment,Neptune Flying Kites B Wing Left Wing,900,160.0,Eastern Suburbs,Ready to move,Resale
1621,2,Apartment,Future Heights,1100,96.0,Navi Mumbai & Beyond,Ready to move,Resale
1622,2,Apartment,Shree Ganesh Amrut Garden,1150,110.00000000000001,Navi Mumbai & Beyond,Ready to move,Resale
1628,3,Apartment,JP North Barcelona,1010,128.0,Outskirts,Ready to move,New
1631,1,Apartment,JP North Barcelona,690,59.5,Outskirts,Ready to move,New
1633,1,Apartment,Amisha Empire Phase I,600,71.0,Outskirts,Ready to move,New
1637,2,Apartment,Omkar Alta Monte,1000,237.0,Western Suburbs,Ready to move,New
1640,2,Apartment,Patel Signature,850,42.0,Outskirts,Ready to move,New
1642,1,Apartment,Lodha Heaven,495,26.15,Outskirts,Ready to move,Resale
1644,1,Apartment,PNK Poonam Sagar Complex,560,60.0,Outskirts,Ready to move,Resale
1645,1,Apartment,The Baya Central,500,141.0,Central Mumbai,Ready to move,Resale
1646,1,Apartment,Kothari K D Hermitage,650,65.0,Outskirts,Ready to move,Resale
1647,2,Apartment,Agrawal Group Kauls Heritage City,950,70.0,Navi Mumbai & Beyond,Ready to move,Resale
1676,4,Apartment,Wadhwa Evergreen Heights,1900,350.0,Outskirts,Ready to move,Resale
1677,1,Apartment,JP North Barcelona,623,62.0,Outskirts,Ready to move,New
1680,2,Apartment,Shree Tirupati Siddeshwar Gardens,990,92.0,Outskirts,Ready to move,Resale
1692,1,Apartment,JP North Celeste,756,62.0,Outskirts,Ready to move,New
1693,2,Apartment,SKD Pinnacolo NX,1060,95.0,Outskirts,Ready to move,New
1697,1,Apartment,Unique Ivana,740,64.58,Outskirts,Ready to move,Resale
1699,1,Apartment,Reputed Builder Sahajivan Residency,660,51.0,Eastern Suburbs,Ready to move,Resale
1700,3,Apartment,Lakhani Empire Towers,1825,299.0,Outskirts,Ready to move,Resale
1703,1,Apartment,Sarthak Homes,580,20.68,Outskirts,Ready to move,New
1704,2,Apartment,Kalpataru Sunrise,655,95.0,Outskirts,Ready to move,Resale
1705,5,Apartment,Lodha Park,3000,1200.0,Central Mumbai,Ready to move,Resale
1706,1,Apartment,Lodha Codename Crown Jewel,620,75.0,Outskirts,Ready to move,Resale
1708,1,Apartment,Bachraj Landmark,610,42.5,Outskirts,Ready to move,Resale
1717,1,Apartment,Shrushti Aarambh,700,25.35,Outskirts,Ready to move,New
1718,1,Apartment,Shrushti Aarambh,635,23.25,Outskirts,Ready to move,New
1721,1,Apartment,Salasar Woods,720,63.36,Outskirts,Ready to move,New
1722,1,Apartment,Raj Heritage,756,64.0,Outskirts,Ready to move,New
1725,2,Apartment,RNA NG N G Vibrancy Phase I,999,80.0,Outskirts,Ready to move,New
1727,3,Apartment,RNA NG NG Grand Plaza Phase II,1850,248.0,Navi Mumbai & Beyond,Ready to move,Resale
1728,2,Apartment,RNA NG NG Grand Plaza Phase II,1350,188.0,Navi Mumbai & Beyond,Ready to move,Resale
1729,1,Apartment,Sumit Greendale NX,610,32.5,Outskirts,Ready to move,New
1730,1,Apartment,Poonam Park View Phase I,620,42.25,Outskirts,Ready to move,Resale
1731,2,Apartment,Poonam Park View Phase I,890,56.67,Outskirts,Ready to move,New
1732,3,Apartment,Kanakia Challenger,1340,270.0,Western Suburbs,Ready to move,Resale
1733,1,Apartment,Godrej Tranquil,610,95.0,Western Suburbs,Ready to move,Resale
1734,4,Apartment,Rajesh White City,1900,450.0,Western Suburbs,Ready to move,Resale
1735,2,Apartment,Godrej Tranquil,985,180.0,Western Suburbs,Ready to move,Resale
1736,1,Apartment,Tirupathi The Windsor,600,93.0,Western Suburbs,Ready to move,Resale
1740,1,Apartment,MICL Aaradhya Highpark,750,68.0,Outskirts,Ready to move,Resale
1741,2,Apartment,Strawberry The Address,995,92.0,Outskirts,Ready to move,New
1742,1,Apartment,JP North Celeste,756,63.0,Outskirts,Ready to move,New
1744,2,Apartment,Ashish Samriddhi,1044,89.78,Outskirts,Ready to move,New
1747,2,Apartment,Strawberry The Address,995,88.5,Outskirts,Ready to move,New
1748,1,Apartment,JK IRIS,750,68.0,Outskirts,Ready to move,New
1750,1,Apartment,Unique Ivana,675,60.5,Outskirts,Ready to move,New
1758,2,Apartment,Sahakar Premier,1060,82.0,Outskirts,Ready to move,New
1759,2,Apartment,RNA NG N G Hill Crest,1026,83.0,Outskirts,Ready to move,New
1760,1,Apartment,JK IRIS,750,70.25,Outskirts,Ready to move,New
1761,1,Apartment,JK IRIS,750,75.0,Outskirts,Ready to move,New
1763,1,Apartment,Rassaz Greens ,730,64.0,Outskirts,Ready to move,New
1766,2,Apartment,Raj Florenza,1070,95.0,Outskirts,Ready to move,New
1767,1,Apartment,Kakad Paradise Phase 2,780,64.0,Outskirts,Ready to move,Resale
1769,2,Apartment,Kanungo Pinnacolo,1060,93.28,Outskirts,Ready to move,New
1770,2,Apartment,SKD Pinnacolo NX,1060,92.25,Outskirts,Ready to move,New
1774,2,Apartment,Reputed Builder Samriddhi,1044,90.25,Outskirts,Ready to move,New
1776,1,Apartment,JK IRIS,750,68.5,Outskirts,Ready to move,New
1778,3,Apartment,ANA Avant Garde Phase 1,1525,130.0,Outskirts,Ready to move,New
1782,1,Apartment,Raj Akshay,750,63.56,Outskirts,Ready to move,New
1785,2,Apartment,Reputed Builder Samrudhi Apartment,1044,95.0,Outskirts,Ready to move,New
1786,2,Apartment,Man Opus,1073,88.0,Outskirts,Ready to move,New
1787,2,Apartment,JP Codename HOTCAKE,873,81.5,Outskirts,Ready to move,Resale
1788,1,Apartment,Raj Heritage,756,63.5,Outskirts,Ready to move,Resale
1792,2,Apartment,Salasar Woods,990,96.0,Outskirts,Ready to move,New
1793,2,Apartment,Delta Woods,1050,90.0,Outskirts,Ready to move,New
1796,1,Apartment,Raj Heritage 2,756,63.5,Outskirts,Ready to move,Resale
1797,1,Apartment,Nandkumar Janki Legacy,695,62.0,Outskirts,Ready to move,Resale
1801,2,Apartment,Ashish Samriddhi,1026,89.0,Outskirts,Ready to move,New
1802,3,Apartment,Reputed Builder Samriddhi,950,125.0,Outskirts,Ready to move,New
1803,3,Apartment,Reputed Builder Samriddhi,1340,121.0,Outskirts,Ready to move,New
1804,1,Apartment,Raj Heritage,756,65.0,Outskirts,Ready to move,New
1814,2,Apartment,Sahakar Premier,1050,85.0,Outskirts,Ready to move,New
1818,2,Apartment,Strawberry The Address,995,86.25,Outskirts,Ready to move,New
